Job_ID,Company,Job_name,Location,Applicants,involvement,Level,Employees,Link,Followers,Industry,skills,merged,Company_ID,Details_ID,clusters
J-326,Upfield,SupplyChain Finance - Global Process Expert,"Bengaluru, Karnataka, India",4,Full-time,Mid-Senior level,3000,https://www.linkedin.com/company/upfield/life/,85330,Manufacturing,"data analytics,scripting",Full-timeMid-Senior level4,C-142,D-22,3
J-327,HSBC,Assistant Manager Trade Mid Office,"Bengaluru, Karnataka, India",14,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/hsbc/life/,3151200,Financial Services,"data analytics,scripting",Full-timeMid-Senior level14,C-9,D-86,2
J-328,Antal International,Technical Services Sales and Business Development,"Bengaluru, Karnataka, India",1,Full-time,Entry level,3000,https://www.linkedin.com/company/antal-international/life/,616060,Staffing and Recruiting,"data analytics,ms office",Full-timeEntry level1,C-128,D-11,3
J-329,PwC,Tax Associate - Full-Time 2023,"Bengaluru, Karnataka, India",13,Full-time,Associate,10001,https://www.linkedin.com/company/pwc/life/,4798788,Accounting,"data analytics,scripting",Full-timeAssociate13,C-79,D-53,2
J-330,Swiggy,Manager - Finance,"Bengaluru, Karnataka, India",78,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/swiggy-in/life/,1222447,"Technology, Information and Internet",data analytics,Full-timeMid-Senior level78,C-143,D-38,0
J-331,Shell,Software Engineer - Salesforce,"Bengaluru, Karnataka, India",2,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/shell/life/,6073827,Oil and Gas,"data analytics,Java,AJAX,scripting",Full-timeMid-Senior level2,C-61,D-19,1
J-332,Ananta Resource Management,BCom/MCom Accountant Fresher 20-30K Ghatkopar Mumbai,"Mumbai, Maharashtra, India",93,Full-time,Mid-Senior level,125,https://www.linkedin.com/company/ananta-resource-management/life/,14813,Human Resources Services,"data analytics,scripting,time management",Full-timeMid-Senior level93,C-144,D-153,3
J-333,Genpact,Business Analyst - Data Scientist-ANA003079,"Bengaluru, Karnataka, India",23,Full-time,Associate,10001,https://www.linkedin.com/company/genpact/life/,2305276,IT Services and IT Consulting,"data analytics,project management,strategic thinking",Full-timeAssociate23,C-69,D-32,0
J-334,Gartner,"Senior Market Research Specialist, Technology Research","Gurgaon, Haryana, India",1,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/gartner/life/,1471678,Information Services,"data analytics,communication skills,market research,ms office",Full-timeMid-Senior level1,C-72,D-50,0
J-335,Infor,Software Engineer,"Hyderabad, Telangana, India",51,Full-time,Entry level,10001,https://www.linkedin.com/company/infor/life/,793143,Software Development,"Java,sql,scripting",Full-timeEntry level51,C-145,D-154,3
J-336,MNR Solutions Pvt. Ltd.,Urgently Hiring - Dot net developer,"Bengaluru, Karnataka, India",1,Full-time,Entry level,350,https://www.linkedin.com/company/mnr-solutions-pvt--ltd/life/,58879,Staffing and Recruiting,"Java,sql,scripting",Full-timeEntry level1,C-65,D-11,3
J-337,CRISIL Limited,Analyst :- Mumbai Python,"Mumbai, Maharashtra, India",7,Full-time,Entry level,3000,https://www.linkedin.com/company/crisil/life/,444485,Financial Services,"Java,scripting,python,sql",Full-timeEntry level7,C-146,D-41,3
J-338,Quess IT Staffing,Product Developer_ Bangalore,"Bengaluru, Karnataka, India",2,Full-time,Entry level,10001,https://www.linkedin.com/company/quess-it-staffing/life/,276769,Staffing and Recruiting,"Java,scripting,Spring",Full-timeEntry level2,C-147,D-47,3
J-339,CRISIL Limited,Senior Analyst :- Python SQL,"Bengaluru North, Karnataka, India",1,Full-time,Mid-Senior level,3000,https://www.linkedin.com/company/crisil/life/,444485,Financial Services,"Java,scripting,python,sql",Full-timeMid-Senior level1,C-146,D-50,3
J-340,Accenture in India,PySpark Application Developer,"Bengaluru, Karnataka, India",7,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/accentureindia/life/,1509790,IT Services and IT Consulting,"Java,scripting,python",Full-timeMid-Senior level7,C-57,D-13,0
J-341,Ford Motor Company,Team Member,"Chennai, Tamildu, India",12,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,scripting,Full-timeEntry level12,C-97,D-145,2
J-342,Corizo,Web Development Intern,India,1,Internship,Internship,125,https://www.linkedin.com/company/corizo-edutech/life/,36757,E-Learning Providers,scripting,InternshipInternship1,C-148,D-77,3
J-343,MondelÄ“z International,MSC CAT Intern,"Mawal, Maharashtra, India",6,Full-time,Internship,10001,https://www.linkedin.com/company/mondelezinternational/life/,2248950,Food and Beverage Manufacturing,scripting,Full-timeInternship6,C-21,D-116,0
J-344,BYJU'S,Business Development Associate,Greater Bengaluru Area,16,Full-time,Internship,10001,https://www.linkedin.com/company/byjus/life/,1686546,E-Learning Providers,scripting,Full-timeInternship16,C-22,D-155,0
J-345,Ford Motor Company,Team member - Level 1,"Chennai, Tamildu, India",6,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,scripting,Full-timeEntry level6,C-97,D-93,2
J-346,Ford Motor Company,Team Member Level 1,"Chennai, Tamildu, India",4,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,scripting,Full-timeEntry level4,C-97,D-84,2
J-347,Ford Motor Company,Team member - Level 1,"Chennai, Tamildu, India",4,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,scripting,Full-timeEntry level4,C-97,D-84,2
J-348,Ford Motor Company,Team Member Level 1,"Chennai, Tamildu, India",2,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,scripting,Full-timeEntry level2,C-97,D-47,2
J-349,Ng Networks Solution,Freshers//Air Ticketing Executive//Back office//Ground Staff//Admin Executive,"Mumbai, Maharashtra, India",73,Full-time,Executive,10001,https://www.linkedin.com/company/ng-networks-solution/life/,108,Airlines and Aviation,scripting,Full-timeExecutive73,C-149,D-156,3
J-350,Ng Networks Solution,Freshers//Air Ticketing Executive//Back office//Ground Staff//Admin Executive,"Pune, Maharashtra, India",44,Full-time,Executive,10001,https://www.linkedin.com/company/ng-networks-solution/life/,108,Airlines and Aviation,scripting,Full-timeExecutive44,C-149,D-157,3
J-351,Ford Motor Company,Team Member Level 1,"Chennai, Tamildu, India",3,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,scripting,Full-timeEntry level3,C-97,D-1,2
J-352,Ford Motor Company,Team member Level 1,"Chennai, Tamildu, India",3,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,scripting,Full-timeEntry level3,C-97,D-1,2
J-353,Ford Motor Company,Team Member - Level 1,"Chennai, Tamildu, India",3,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,scripting,Full-timeEntry level3,C-97,D-1,2
J-354,Ford Motor Company,Team Member - Level 1,"Chennai, Tamildu, India",1,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,scripting,Full-timeEntry level1,C-97,D-11,2
J-355,Corizo,Web Development Training and Internship,"Goa, India",10,Internship,Internship,125,https://www.linkedin.com/company/corizo-edutech/life/,36757,E-Learning Providers,"scripting,coding languages",InternshipInternship10,C-148,D-158,3
J-356,Danske Bank,Incident Manager,"Bengaluru, Karnataka, India",46,Full-time,Entry level,10001,https://www.linkedin.com/company/danskebank/life/,159279,Financial Services,scripting,Full-timeEntry level46,C-35,D-3,3
J-357,Ford Motor Company,Team member - Level 1,"Chennai, Tamildu, India",3,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,scripting,Full-timeEntry level3,C-97,D-1,2
J-358,Ford Motor Company,Team Member (Level 1),"Chennai, Tamildu, India",2,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,scripting,Full-timeEntry level2,C-97,D-47,2
J-359,DBS Bank,CSO,"Peravurani, Tamildu, India",2,Full-time,Associate,10001,https://www.linkedin.com/company/dbs-bank/life/,790457,Banking,scripting,Full-timeAssociate2,C-50,D-69,3
J-360,Corizo,Digital Marketing Intern,"Peravurani, Tamildu, India",28,Internship,Internship,125,https://www.linkedin.com/company/corizo-edutech/life/,36757,E-Learning Providers,scripting,InternshipInternship28,C-148,D-159,3
J-361,Ford Motor Company,Team Member (Level 1),"Chennai, Tamildu, India",6,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,scripting,Full-timeEntry level6,C-97,D-93,2
J-362,DIAGEO India,Analyst - RTR-2,"Bengaluru, Karnataka, India",45,Full-time,Entry level,3000,https://www.linkedin.com/company/diageo-india/life/,228957,Manufacturing,scripting,Full-timeEntry level45,C-150,D-111,3
J-363,Ford Motor Company,Team Member Level 01,"Chennai, Tamildu, India",2,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,scripting,Full-timeEntry level2,C-97,D-47,2
J-364,Ford Motor Company,Associate,"Chennai, Tamildu, India",39,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,scripting,Full-timeEntry level39,C-97,D-160,2
J-365,DBS Bank,CSO,"Pattukkottai, Tamildu, India",1,Full-time,Entry level,10001,https://www.linkedin.com/company/dbs-bank/life/,790457,Banking,scripting,Full-timeEntry level1,C-50,D-11,3
J-366,Ford Motor Company,Team Member (Level 1),"Chennai, Tamildu, India",9,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,scripting,Full-timeEntry level9,C-97,D-10,2
J-367,Ford Motor Company,Team Member - Level 2,"Chennai, Tamildu, India",2,Full-time,Entry level,10001,https://www.linkedin.com/company/ford-motor-company/life/,3732774,Motor Vehicle Manufacturing,scripting,Full-timeEntry level2,C-97,D-47,2
J-368,PwC,Associate,Greater Kolkata Area,30,Full-time,Associate,10001,https://www.linkedin.com/company/pwc/life/,4798788,Accounting,scripting,Full-timeAssociate30,C-79,D-46,2
J-369,Sitel Group,NOC-Windows Administration,"Mumbai, Maharashtra, India",3,Full-time,Entry level,10001,https://www.linkedin.com/company/sitelgroup/life/,389644,Outsourcing and Offshoring Consulting,scripting,Full-timeEntry level3,C-151,D-1,3
J-370,IDFC FIRST Bank,Banker-Customer Experience,"Chennai, Tamildu, India",11,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/idfcfirstbank/life/,872860,Banking,scripting,Full-timeMid-Senior level11,C-109,D-26,0
J-371,Trigyn Technologies,HR Associate,"Mumbai, Maharashtra, India",98,Full-time,Entry level,3000,https://www.linkedin.com/company/trigyn-technologies/life/,19475,IT Services and IT Consulting,"scripting,communication skills",Full-timeEntry level98,C-152,D-161,3
J-372,IDFC FIRST Bank,Banker-Customer Experience,"Chennai, Tamildu, India",8,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/idfcfirstbank/life/,872860,Banking,scripting,Full-timeMid-Senior level8,C-109,D-125,0
J-373,Corizo,Artificial Intelligence training and Internship,"Chennai, Tamildu, India",18,Full-time,Entry level,125,https://www.linkedin.com/company/corizo-edutech/life/,36757,E-Learning Providers,scripting,Full-timeEntry level18,C-148,D-2,3
J-374,Brigade Group,Executive - Accounts,"Bengaluru, Karnataka, India",1,Full-time,Executive,3000,https://www.linkedin.com/company/brigadegroup/life/,125123,Real Estate,scripting,Full-timeExecutive1,C-153,D-162,3
J-375,PwC India,Associate,"Gurugram, Haryana, India",56,Full-time,Entry level,3500,https://www.linkedin.com/company/pwc-india/life/,926560,Business Consulting and Services,scripting,Full-timeEntry level56,C-104,D-163,0
J-376,Oraiyan Groups,Tele marketer,"Bengaluru, Karnataka, India",1,Full-time,Entry level,125,https://www.linkedin.com/company/oraiyan-groups/life/,2408,Real Estate,scripting,Full-timeEntry level1,C-154,D-11,3
J-377,Imaginators Try Going Beyond,Technical Process Associate Jobs In Gurgaon/Pune salary 7.lakh,"Pune, Maharashtra, India",6,Full-time,Entry level,10001,https://www.linkedin.com/company/imaginators-try-going-beyond/life/,4225,Staffing and Recruiting,"scripting,communication skills",Full-timeEntry level6,C-52,D-93,3
J-378,SR B2B Solutions,Audit Assistant,"Thrissur, Kerala, India",1,Full-time,Entry level,10001,https://www.linkedin.com/company/srb2bsolutions/life/,3431,Advertising Services,scripting,Full-timeEntry level1,C-155,D-11,3
J-379,Imaginators Try Going Beyond,Technical Process Associate Jobs In Gurgaon/Pune salary 7.lakh,"Gurgaon, Haryana, India",3,Full-time,Entry level,10001,https://www.linkedin.com/company/imaginators-try-going-beyond/life/,4225,Staffing and Recruiting,"scripting,communication skills",Full-timeEntry level3,C-52,D-1,3
J-380,PwC India,Associate,Greater Kolkata Area,60,Full-time,Entry level,3500,https://www.linkedin.com/company/pwc-india/life/,926560,Business Consulting and Services,scripting,Full-timeEntry level60,C-104,D-164,0
J-381,IDFC FIRST Bank,Deputy Manager-Acquisition (Household),"Chengalpattu, Tamildu, India",4,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/idfcfirstbank/life/,872860,Banking,scripting,Full-timeMid-Senior level4,C-109,D-22,0
J-382,Cognizant,Associate - Projects,"Hyderabad, Telangana, India",114,Full-time,Entry level,10001,https://www.linkedin.com/company/cognizant/life/,5777650,IT Services and IT Consulting,scripting,Full-timeEntry level114,C-156,D-165,1
J-383,Coddle Technologies Pvt. Ltd.,Human Resources (HR) Internship in Bangalore at Coddle Technologies,"Bengaluru, Karnataka, India",3,Full-time,Internship,125,https://www.linkedin.com/company/coddletech/life/,6292,IT Services and IT Consulting,scripting,Full-timeInternship3,C-157,D-103,3
J-384,ZF Group,Embedded Application Engineer,"Bengaluru, Karnataka, India",44,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/zf-group/life/,893971,Motor Vehicle Manufacturing,scripting,Full-timeMid-Senior level44,C-158,D-166,0
J-385,SR B2B Solutions,Junior Accountant,"Bengaluru, Karnataka, India",1,Full-time,Entry level,10001,https://www.linkedin.com/company/srb2bsolutions/life/,3431,Advertising Services,scripting,Full-timeEntry level1,C-155,D-11,3
J-386,Razorpay,Senior Analyst - Business Operations,"Bengaluru, Karnataka, India",9,Full-time,Mid-Senior level,3000,https://www.linkedin.com/company/razorpay/life/,456707,Software Development,"attention to detail,communication skills",Full-timeMid-Senior level9,C-45,D-83,3
J-387,Cipla,Junior Officer - Production,"Gangtok, Sikkim, India",11,Full-time,Entry level,10001,https://www.linkedin.com/company/cipla/life/,1052597,Pharmaceutical Manufacturing,"communication skills,data analytics",Full-timeEntry level11,C-159,D-4,0
J-388,Infoparks Kerala,Quality Assurance Engineer,"Allagadda, Andhra Pradesh, India",7,Full-time,Entry level,10001,https://www.linkedin.com/company/infoparkskerala/life/,57465,IT Services and IT Consulting,"communication skills,sql",Full-timeEntry level7,C-1,D-41,3
J-389,KONE,Open Position - Assessment Link,"Chennai, Tamildu, India",2,Full-time,Associate,10001,https://www.linkedin.com/company/kone/life/,407662,Industrial Machinery Manufacturing,"communication skills,sql",Full-timeAssociate2,C-86,D-69,3
J-390,Was solutions,Urjent Hiring freshers Candidates-BPO-12K CTC,"Delhi, Delhi, India",2,Full-time,Entry level,10001,https://www.linkedin.com/company/was-solutions/life/,19,IT Services and IT Consulting,communication skills,Full-timeEntry level2,C-160,D-47,3
J-391,Cipla,Senior Officer - Production,"Goa, Goa, India",9,Full-time,Entry level,10001,https://www.linkedin.com/company/cipla/life/,1052597,Pharmaceutical Manufacturing,"communication skills,data analytics",Full-timeEntry level9,C-159,D-10,0
J-392,Corizo,Web Development Intern,"Kochi, Kerala, India",19,Internship,Internship,125,https://www.linkedin.com/company/corizo-edutech/life/,36757,E-Learning Providers,machine learning,InternshipInternship19,C-148,D-167,3
J-393,Corizo,Web Development Training and Internship,"Hyderabad, Telangana, India",12,Internship,Internship,125,https://www.linkedin.com/company/corizo-edutech/life/,36757,E-Learning Providers,machine learning,InternshipInternship12,C-148,D-168,3
J-394,Deutsche Bahn,HR Trainee (f/m/d),"Bengaluru North, Karnataka, India",150,Full-time,Internship,10001,https://www.linkedin.com/company/deutschebahn/life/,186007,"Transportation, Logistics, Supply Chain and Storage","ms office,data analytics",Full-timeInternship150,C-161,D-169,3
J-395,KuehneNagel,Claim Administration Staff,Mumbai Metropolitan Region,4,Full-time,Entry level,10001,https://www.linkedin.com/company/kuehne-nagel/life/,978791,"Transportation, Logistics, Supply Chain and Storage",ms office,Full-timeEntry level4,C-162,D-84,0
J-396,EduMetrix Learning Solutions Pvt Ltd,Operations Executive (Fresher Only),"Bengaluru, Karnataka, India",3,Full-time,Internship,10001,https://www.linkedin.com/company/edumetrix-io/life/,600,Education,ms office,Full-timeInternship3,C-163,D-103,3
J-397,KuehneNagel,Claim Administration Staff,Mumbai Metropolitan Region,7,Full-time,Entry level,10001,https://www.linkedin.com/company/kuehne-nagel/life/,978791,"Transportation, Logistics, Supply Chain and Storage",ms office,Full-timeEntry level7,C-162,D-41,0
J-398,KuehneNagel,Claim Administration Staff,Mumbai Metropolitan Region,2,Full-time,Entry level,10001,https://www.linkedin.com/company/kuehne-nagel/life/,978791,"Transportation, Logistics, Supply Chain and Storage",ms office,Full-timeEntry level2,C-162,D-47,0
J-399,LTIMindtree,.Net -Technical Architect,"Bengaluru, Karnataka, India",5,Full-time,Entry level,10001,https://www.linkedin.com/company/ltimindtree/life/,91623,IT Services and IT Consulting,"sql,data analytics",Full-timeEntry level5,C-32,D-85,3
J-400,MNR Solutions Pvt. Ltd.,We are Hiring for - Dot Net Developer,"Bengaluru, Karnataka, India",1,Full-time,Entry level,350,https://www.linkedin.com/company/mnr-solutions-pvt--ltd/life/,58879,Staffing and Recruiting,sql,Full-timeEntry level1,C-65,D-11,3
J-401,Genpact,Business Analyst - Healthcare Analytics-HEA003572,"Bengaluru, Karnataka, India",48,Full-time,Associate,10001,https://www.linkedin.com/company/genpact/life/,2305276,IT Services and IT Consulting,"sql,tableau",Full-timeAssociate48,C-69,D-170,0
J-402,Cerner Corporation,Software Engineer I,"Bengaluru, Karnataka, India",22,Full-time,Entry level,10001,https://www.linkedin.com/company/cerner-corporation/life/,345196,IT Services and IT Consulting,sql,Full-timeEntry level22,C-164,D-151,3
J-403,Infosys,Engineering for Services,"Bengaluru, Karnataka, India",32,Full-time,Entry level,10001,https://www.linkedin.com/company/infosys/life/,6510006,IT Services and IT Consulting,data analytics,Full-timeEntry level32,C-87,D-29,1
J-404,Larsen & Toubro,Project Manager,"Chennai, Tamildu, India",91,Full-time,Entry level,10001,https://www.linkedin.com/company/larsen-&-toubro-limited/life/,3365316,Construction,data analytics,Full-timeEntry level91,C-106,D-171,2
J-405,Aster DM Healthcare,"Staff Nurse. Nursing.Aster Mother Hospital, Areekode","Eranad, Kerala, India",11,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/asterdmhealthcare/life/,298865,Hospitals and Health Care,data analytics,Full-timeMid-Senior level11,C-165,D-26,3
J-406,Larsen & Toubro,Project Site Engineer,"Chennai, Tamildu, India",59,Full-time,Entry level,10001,https://www.linkedin.com/company/larsen-&-toubro-limited/life/,3365316,Construction,data analytics,Full-timeEntry level59,C-106,D-172,2
J-407,Aster DM Healthcare,Deputy Manager.International Marketing.Aster CMI Hospital Bangalore,"Bengaluru, Karnataka, India",5,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/asterdmhealthcare/life/,298865,Hospitals and Health Care,data analytics,Full-timeMid-Senior level5,C-165,D-14,3
J-408,Mahindra Group,Senior Engineer,"Chennai, Tamildu, India",6,Full-time,Mid-Senior level,10001,https://www.linkedin.com/company/mahindragroup/life/,1083086,Executive Offices,data analytics,Full-timeMid-Senior level6,C-85,D-34,0
